LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2011,Malta,moški,15-24,Sekundarna(3-4),47.8
2011,Malta,moški,15-24,Terciarna(5-8),69.6
2012,Malta,moški,15-24,Primarna(0-2),43.6
2012,Malta,moški,15-24,Sekundarna(3-4),46.4
2012,Malta,moški,15-24,Terciarna(5-8),67.3
2013,Malta,moški,15-24,Primarna(0-2),39.3
2013,Malta,moški,15-24,Sekundarna(3-4),51.1
2013,Malta,moški,15-24,Terciarna(5-8),71.9
2014,Malta,moški,15-24,Primarna(0-2),39.7
2014,Malta,moški,15-24,Sekundarna(3-4),47.2
2014,Malta,moški,15-24,Terciarna(5-8),69.2
2015,Malta,moški,15-24,Primarna(0-2),44
2015,Malta,moški,15-24,Sekundarna(3-4),43.5
2015,Malta,moški,15-24,Terciarna(5-8),74.5
2016,Malta,moški,15-24,Primarna(0-2),46.5
2016,Malta,moški,15-24,Sekundarna(3-4),46.4
2016,Malta,moški,15-24,Terciarna(5-8),74.7
2017,Malta,moški,15-24,Primarna(0-2),45.1
2017,Malta,moški,15-24,Sekundarna(3-4),45.6
2017,Malta,moški,15-24,Terciarna(5-8),76.2
2018,Malta,moški,15-24,Primarna(0-2),45.4
2018,Malta,moški,15-24,Sekundarna(3-4),46.3
2018,Malta,moški,15-24,Terciarna(5-8),74.6
2019,Malta,moški,15-24,Primarna(0-2),48.1
2019,Malta,moški,15-24,Sekundarna(3-4),46.9
2019,Malta,moški,15-24,Terciarna(5-8),77.6
2011,Nizozemska,moški,15-24,Primarna(0-2),52.2
2011,Nizozemska,moški,15-24,Sekundarna(3-4),68.3
2011,Nizozemska,moški,15-24,Terciarna(5-8),68.3
2011,Nizozemska,moški,15-24,Brez odgovora,68.3
2012,Nizozemska,moški,15-24,Primarna(0-2),52.2
2012,Nizozemska,moški,15-24,Sekundarna(3-4),67.3
2012,Nizozemska,moški,15-24,Terciarna(5-8),70.7
2012,Nizozemska,moški,15-24,Brez odgovora,57.1
2013,Nizozemska,moški,15-24,Primarna(0-2),50.8
2013,Nizozemska,moški,15-24,Sekundarna(3-4),68.3
2013,Nizozemska,moški,15-24,Terciarna(5-8),70.8
2013,Nizozemska,moški,15-24,Brez odgovora,59.2
2014,Nizozemska,moški,15-24,Primarna(0-2),49.6
2014,Nizozemska,moški,15-24,Sekundarna(3-4),68.3
2014,Nizozemska,moški,15-24,Terciarna(5-8),72.4
2014,Nizozemska,moški,15-24,Brez odgovora,52.2
2015,Nizozemska,moški,15-24,Primarna(0-2),51.6
2015,Nizozemska,moški,15-24,Sekundarna(3-4),68.9
2015,Nizozemska,moški,15-24,Terciarna(5-8),69.4
2015,Nizozemska,moški,15-24,Brez odgovora,50.4
2016,Nizozemska,moški,15-24,Primarna(0-2),51.5
2016,Nizozemska,moški,15-24,Sekundarna(3-4),68.8
2016,Nizozemska,moški,15-24,Terciarna(5-8),66.5
2016,Nizozemska,moški,15-24,Brez odgovora,49.3
2017,Nizozemska,moški,15-24,Primarna(0-2),54
2017,Nizozemska,moški,15-24,Sekundarna(3-4),68.7
2017,Nizozemska,moški,15-24,Terciarna(5-8),67.8
2017,Nizozemska,moški,15-24,Brez odgovora,49.9
2018,Nizozemska,moški,15-24,Primarna(0-2),56.6
2018,Nizozemska,moški,15-24,Sekundarna(3-4),69.3
2018,Nizozemska,moški,15-24,Terciarna(5-8),68.1
2018,Nizozemska,moški,15-24,Brez odgovora,52.6
2019,Nizozemska,moški,15-24,Primarna(0-2),58.1
2019,Nizozemska,moški,15-24,Sekundarna(3-4),71.3
2019,Nizozemska,moški,15-24,Terciarna(5-8),70.6
2019,Nizozemska,moški,15-24,Brez odgovora,61
2011,Avstrija,moški,15-24,Primarna(0-2),44.8
2011,Avstrija,moški,15-24,Sekundarna(3-4),72.1
2011,Avstrija,moški,15-24,Terciarna(5-8),64
2012,Avstrija,moški,15-24,Primarna(0-2),43.3
2012,Avstrija,moški,15-24,Sekundarna(3-4),70.4
2012,Avstrija,moški,15-24,Terciarna(5-8),76.9
2013,Avstrija,moški,15-24,Primarna(0-2),40.7
2013,Avstrija,moški,15-24,Sekundarna(3-4),71.7
2013,Avstrija,moški,15-24,Terciarna(5-8),62.6
2014,Avstrija,moški,15-24,Primarna(0-2),41.7
2014,Avstrija,moški,15-24,Sekundarna(3-4),63.2
2014,Avstrija,moški,15-24,Terciarna(5-8),64.7
2015,Avstrija,moški,15-24,Primarna(0-2),41.4
2015,Avstrija,moški,15-24,Sekundarna(3-4),62.4
2015,Avstrija,moški,15-24,Terciarna(5-8),65.3
2016,Avstrija,moški,15-24,Primarna(0-2),40
2016,Avstrija,moški,15-24,Sekundarna(3-4),63.1
2016,Avstrija,moški,15-24,Terciarna(5-8),60.3
2017,Avstrija,moški,15-24,Primarna(0-2),38.8
2017,Avstrija,moški,15-24,Sekundarna(3-4),62.9
2017,Avstrija,moški,15-24,Terciarna(5-8),62.3
2018,Avstrija,moški,15-24,Primarna(0-2),39.6
2018,Avstrija,moški,15-24,Sekundarna(3-4),65.4
2018,Avstrija,moški,15-24,Terciarna(5-8),64.1
2019,Avstrija,moški,15-24,Primarna(0-2),40.2
2019,Avstrija,moški,15-24,Sekundarna(3-4),67.9
2019,Avstrija,moški,15-24,Terciarna(5-8),63.6
2011,Poljska,moški,15-24,Primarna(0-2),8.9
2011,Poljska,moški,15-24,Sekundarna(3-4),48.1
2011,Poljska,moški,15-24,Terciarna(5-8),50.6
2012,Poljska,moški,15-24,Primarna(0-2),9.3
2012,Poljska,moški,15-24,Sekundarna(3-4),47.5
2012,Poljska,moški,15-24,Terciarna(5-8),48.2
2013,Poljska,moški,15-24,Primarna(0-2),8.8
2013,Poljska,moški,15-24,Sekundarna(3-4),47.1
2013,Poljska,moški,15-24,Terciarna(5-8),45.7
2014,Poljska,moški,15-24,Primarna(0-2),7.9
2014,Poljska,moški,15-24,Sekundarna(3-4),50
2014,Poljska,moški,15-24,Terciarna(5-8),47.4
2015,Poljska,moški,15-24,Primarna(0-2),7.9
2015,Poljska,moški,15-24,Sekundarna(3-4),50.8
2015,Poljska,moški,15-24,Terciarna(5-8),47.5
2016,Poljska,moški,15-24,Primarna(0-2),7.5
2016,Poljska,moški,15-24,Sekundarna(3-4),55.4
2016,Poljska,moški,15-24,Terciarna(5-8),51.3
2017,Poljska,moški,15-24,Primarna(0-2),8.6
2017,Poljska,moški,15-24,Sekundarna(3-4),57.3
2017,Poljska,moški,15-24,Terciarna(5-8),54.7
2018,Poljska,moški,15-24,Primarna(0-2),7.9
2018,Poljska,moški,15-24,Sekundarna(3-4),58.8
2018,Poljska,moški,15-24,Terciarna(5-8),61.5
2019,Poljska,moški,15-24,Primarna(0-2),9.3
2019,Poljska,moški,15-24,Sekundarna(3-4),60.3
2019,Poljska,moški,15-24,Terciarna(5-8),63.4
2011,Portugalska,moški,15-24,Primarna(0-2),25.1
2011,Portugalska,moški,15-24,Sekundarna(3-4),33.5
2011,Portugalska,moški,15-24,Terciarna(5-8),44.4
2012,Portugalska,moški,15-24,Primarna(0-2),21.3
2012,Portugalska,moški,15-24,Sekundarna(3-4),30.4
2012,Portugalska,moški,15-24,Terciarna(5-8),31.1
2013,Portugalska,moški,15-24,Primarna(0-2),17.8
2013,Portugalska,moški,15-24,Sekundarna(3-4),30.7
2013,Portugalska,moški,15-24,Terciarna(5-8),29.4
2014,Portugalska,moški,15-24,Primarna(0-2),16.8
2014,Portugalska,moški,15-24,Sekundarna(3-4),30.6
2014,Portugalska,moški,15-24,Terciarna(5-8),35
2015,Portugalska,moški,15-24,Primarna(0-2),15.5
2015,Portugalska,moški,15-24,Sekundarna(3-4),35
2015,Portugalska,moški,15-24,Terciarna(5-8),33.6
2016,Portugalska,moški,15-24,Primarna(0-2),15.8
2016,Portugalska,moški,15-24,Sekundarna(3-4),38.6
2016,Portugalska,moški,15-24,Terciarna(5-8),32
2017,Portugalska,moški,15-24,Primarna(0-2),16.3
2017,Portugalska,moški,15-24,Sekundarna(3-4),41.2
2017,Portugalska,moški,15-24,Terciarna(5-8),36.9
2018,Portugalska,moški,15-24,Primarna(0-2),17.5
2018,Portugalska,moški,15-24,Sekundarna(3-4),41.9
2018,Portugalska,moški,15-24,Terciarna(5-8),43.5
2019,Portugalska,moški,15-24,Primarna(0-2),17
2019,Portugalska,moški,15-24,Sekundarna(3-4),43.4
2019,Portugalska,moški,15-24,Terciarna(5-8),45.4
2011,Romunija,moški,15-24,Primarna(0-2),18.4
2011,Romunija,moški,15-24,Sekundarna(3-4),34.6
2011,Romunija,moški,15-24,Terciarna(5-8),46.7
2012,Romunija,moški,15-24,Primarna(0-2),19
2012,Romunija,moški,15-24,Sekundarna(3-4),35.9
2012,Romunija,moški,15-24,Terciarna(5-8),42.2
2013,Romunija,moški,15-24,Primarna(0-2),18.6
2013,Romunija,moški,15-24,Sekundarna(3-4),35.5
2013,Romunija,moški,15-24,Terciarna(5-8),40.1
2014,Romunija,moški,15-24,Primarna(0-2),18.6
2014,Romunija,moški,15-24,Sekundarna(3-4),35
2014,Romunija,moški,15-24,Terciarna(5-8),37
2015,Romunija,moški,15-24,Primarna(0-2),19.5
2015,Romunija,moški,15-24,Sekundarna(3-4),39.7
2015,Romunija,moški,15-24,Terciarna(5-8),50.9
2016,Romunija,moški,15-24,Primarna(0-2),18.9
2016,Romunija,moški,15-24,Sekundarna(3-4),35.9
2016,Romunija,moški,15-24,Terciarna(5-8),42.9
2017,Romunija,moški,15-24,Primarna(0-2),19.9
2017,Romunija,moški,15-24,Sekundarna(3-4),36.3
2017,Romunija,moški,15-24,Terciarna(5-8),57.6
2018,Romunija,moški,15-24,Primarna(0-2),18.2
2018,Romunija,moški,15-24,Sekundarna(3-4),39.4
2018,Romunija,moški,15-24,Terciarna(5-8),53.8
2019,Romunija,moški,15-24,Primarna(0-2),18.8
2019,Romunija,moški,15-24,Sekundarna(3-4),38.5
2019,Romunija,moški,15-24,Terciarna(5-8),56.9
2011,Slovenija,moški,15-24,Primarna(0-2),17.1
2011,Slovenija,moški,15-24,Sekundarna(3-4),49.3
2011,Slovenija,moški,15-24,Terciarna(5-8),52.6
2012,Slovenija,moški,15-24,Primarna(0-2),12.6
2012,Slovenija,moški,15-24,Sekundarna(3-4),42.4
2012,Slovenija,moški,15-24,Terciarna(5-8),52
2013,Slovenija,moški,15-24,Primarna(0-2),12.9
2013,Slovenija,moški,15-24,Sekundarna(3-4),40.7
2013,Slovenija,moški,15-24,Terciarna(5-8),41.9
2014,Slovenija,moški,15-24,Primarna(0-2),13.6
2014,Slovenija,moški,15-24,Sekundarna(3-4),41.6
2014,Slovenija,moški,15-24,Terciarna(5-8),37.5
2015,Slovenija,moški,15-24,Primarna(0-2),13.6
2015,Slovenija,moški,15-24,Sekundarna(3-4),46.2
2015,Slovenija,moški,15-24,Terciarna(5-8),48
2016,Slovenija,moški,15-24,Primarna(0-2),11.7
2016,Slovenija,moški,15-24,Sekundarna(3-4),47.6
2016,Slovenija,moški,15-24,Terciarna(5-8),48.8
2017,Slovenija,moški,15-24,Primarna(0-2),13.6
2017,Slovenija,moški,15-24,Sekundarna(3-4),58.3
2017,Slovenija,moški,15-24,Terciarna(5-8),62.3
2018,Slovenija,moški,15-24,Primarna(0-2),14.8
2018,Slovenija,moški,15-24,Sekundarna(3-4),56.8
2018,Slovenija,moški,15-24,Terciarna(5-8),69.4
2019,Slovenija,moški,15-24,Primarna(0-2),10.3
2019,Slovenija,moški,15-24,Sekundarna(3-4),54
2019,Slovenija,moški,15-24,Terciarna(5-8),72
2011,Slovaška,moški,15-24,Primarna(0-2),3.3
2011,Slovaška,moški,15-24,Sekundarna(3-4),44.2
2011,Slovaška,moški,15-24,Terciarna(5-8),21
2012,Slovaška,moški,15-24,Primarna(0-2),3
2012,Slovaška,moški,15-24,Sekundarna(3-4),43.4
2012,Slovaška,moški,15-24,Terciarna(5-8),23.6
2013,Slovaška,moški,15-24,Primarna(0-2),4.1
2013,Slovaška,moški,15-24,Sekundarna(3-4),43
2013,Slovaška,moški,15-24,Terciarna(5-8),23.3
2014,Slovaška,moški,15-24,Primarna(0-2),4.6
2014,Slovaška,moški,15-24,Sekundarna(3-4),46.5
2014,Slovaška,moški,15-24,Terciarna(5-8),21.4
2015,Slovaška,moški,15-24,Primarna(0-2),3.6
2015,Slovaška,moški,15-24,Sekundarna(3-4),50.3
2015,Slovaška,moški,15-24,Terciarna(5-8),23.8
2016,Slovaška,moški,15-24,Primarna(0-2),5.5
2016,Slovaška,moški,15-24,Sekundarna(3-4),57.7
2016,Slovaška,moški,15-24,Terciarna(5-8),24.1
2017,Slovaška,moški,15-24,Primarna(0-2),5.7
2017,Slovaška,moški,15-24,Sekundarna(3-4),58.7
2017,Slovaška,moški,15-24,Terciarna(5-8),33.4
2018,Slovaška,moški,15-24,Primarna(0-2),6.2
2018,Slovaška,moški,15-24,Sekundarna(3-4),62.7
2018,Slovaška,moški,15-24,Terciarna(5-8),28.8
2019,Slovaška,moški,15-24,Primarna(0-2),4.5
2019,Slovaška,moški,15-24,Sekundarna(3-4),60.2
2019,Slovaška,moški,15-24,Terciarna(5-8),25.7
2011,Finska,moški,15-24,Primarna(0-2),20.8
2011,Finska,moški,15-24,Sekundarna(3-4),61.7
2012,Finska,moški,15-24,Primarna(0-2),20.8
2012,Finska,moški,15-24,Sekundarna(3-4),63
2013,Finska,moški,15-24,Primarna(0-2),19.8
2013,Finska,moški,15-24,Sekundarna(3-4),59.6
2013,Finska,moški,15-24,Terciarna(5-8),84.5
2014,Finska,moški,15-24,Primarna(0-2),20.9
2014,Finska,moški,15-24,Sekundarna(3-4),60
2014,Finska,moški,15-24,Terciarna(5-8),62.1
2015,Finska,moški,15-24,Primarna(0-2),20
2015,Finska,moški,15-24,Sekundarna(3-4),58.3
2015,Finska,moški,15-24,Terciarna(5-8),57.2
2016,Finska,moški,15-24,Primarna(0-2),19.9
2016,Finska,moški,15-24,Sekundarna(3-4),60.2
2016,Finska,moški,15-24,Terciarna(5-8),68
2017,Finska,moški,15-24,Primarna(0-2),21.5
2017,Finska,moški,15-24,Sekundarna(3-4),61.9
2017,Finska,moški,15-24,Terciarna(5-8),75.9
2018,Finska,moški,15-24,Primarna(0-2),22.4
2018,Finska,moški,15-24,Sekundarna(3-4),64.7
2018,Finska,moški,15-24,Terciarna(5-8),68.8
2019,Finska,moški,15-24,Primarna(0-2),23.1
2019,Finska,moški,15-24,Sekundarna(3-4),64.9
2019,Finska,moški,15-24,Terciarna(5-8),78.4
2011,Švedska,moški,15-24,Primarna(0-2),17.8
2011,Švedska,moški,15-24,Sekundarna(3-4),63.9
2011,Švedska,moški,15-24,Terciarna(5-8),54
2012,Švedska,moški,15-24,Primarna(0-2),17.1
2012,Švedska,moški,15-24,Sekundarna(3-4),61.8
2012,Švedska,moški,15-24,Terciarna(5-8),51.6
2013,Švedska,moški,15-24,Primarna(0-2),18.2
2013,Švedska,moški,15-24,Sekundarna(3-4),63.2
2013,Švedska,moški,15-24,Terciarna(5-8),53
2014,Švedska,moški,15-24,Primarna(0-2),18.8
2014,Švedska,moški,15-24,Sekundarna(3-4),63.2
2014,Švedska,moški,15-24,Terciarna(5-8),54
2015,Švedska,moški,15-24,Primarna(0-2),19.5
2015,Švedska,moški,15-24,Sekundarna(3-4),64.3
2015,Švedska,moški,15-24,Terciarna(5-8),55.7
2016,Švedska,moški,15-24,Primarna(0-2),20.2
2016,Švedska,moški,15-24,Sekundarna(3-4),65.9
2016,Švedska,moški,15-24,Terciarna(5-8),58.7
2016,Švedska,moški,15-24,Brez odgovora,25.9
2017,Švedska,moški,15-24,Primarna(0-2),22.1
2017,Švedska,moški,15-24,Sekundarna(3-4),67.1
2017,Švedska,moški,15-24,Terciarna(5-8),58.9
2017,Švedska,moški,15-24,Brez odgovora,24.8
2018,Švedska,moški,15-24,Primarna(0-2),22.3
2018,Švedska,moški,15-24,Sekundarna(3-4),67.6
2018,Švedska,moški,15-24,Terciarna(5-8),55.8
2018,Švedska,moški,15-24,Brez odgovora,30.5
2019,Švedska,moški,15-24,Primarna(0-2),23.1
2019,Švedska,moški,15-24,Sekundarna(3-4),67.5
2019,Švedska,moški,15-24,Terciarna(5-8),55.1
2011,Velika Britanija,moški,15-24,Primarna(0-2),38.8
2011,Velika Britanija,moški,15-24,Sekundarna(3-4),53
2011,Velika Britanija,moški,15-24,Terciarna(5-8),68.1
2011,Velika Britanija,moški,15-24,Brez odgovora,5.8
2012,Velika Britanija,moški,15-24,Primarna(0-2),37.2
2012,Velika Britanija,moški,15-24,Sekundarna(3-4),53.2
2012,Velika Britanija,moški,15-24,Terciarna(5-8),69.3
2012,Velika Britanija,moški,15-24,Brez odgovora,6.3
2013,Velika Britanija,moški,15-24,Primarna(0-2),37.8
2013,Velika Britanija,moški,15-24,Sekundarna(3-4),51.9
2013,Velika Britanija,moški,15-24,Terciarna(5-8),70.3
2013,Velika Britanija,moški,15-24,Brez odgovora,6.7
2014,Velika Britanija,moški,15-24,Primarna(0-2),36.6
2014,Velika Britanija,moški,15-24,Sekundarna(3-4),54.8
2014,Velika Britanija,moški,15-24,Terciarna(5-8),72.7
2014,Velika Britanija,moški,15-24,Brez odgovora,6.4
2015,Velika Britanija,moški,15-24,Primarna(0-2),39
2015,Velika Britanija,moški,15-24,Sekundarna(3-4),56.6
2015,Velika Britanija,moški,15-24,Terciarna(5-8),73.7
2015,Velika Britanija,moški,15-24,Brez odgovora,9.2
2016,Velika Britanija,moški,15-24,Primarna(0-2),37.7
2016,Velika Britanija,moški,15-24,Sekundarna(3-4),57.5
2016,Velika Britanija,moški,15-24,Terciarna(5-8),76.1
2016,Velika Britanija,moški,15-24,Brez odgovora,1.5
2017,Velika Britanija,moški,15-24,Primarna(0-2),39.5
2017,Velika Britanija,moški,15-24,Sekundarna(3-4),56.7
2017,Velika Britanija,moški,15-24,Terciarna(5-8),75.6
2017,Velika Britanija,moški,15-24,Brez odgovora,1.2
2018,Velika Britanija,moški,15-24,Primarna(0-2),40.4
2018,Velika Britanija,moški,15-24,Sekundarna(3-4),57.9
2018,Velika Britanija,moški,15-24,Terciarna(5-8),76.4
2019,Velika Britanija,moški,15-24,Primarna(0-2),37.4
2019,Velika Britanija,moški,15-24,Sekundarna(3-4),58.1
2019,Velika Britanija,moški,15-24,Terciarna(5-8),74.4
2019,Velika Britanija,moški,15-24,Brez odgovora,1.3
2011,Belgija,moški,25-54,Primarna(0-2),70
2011,Belgija,moški,25-54,Sekundarna(3-4),88
2011,Belgija,moški,25-54,Terciarna(5-8),92.3
2012,Belgija,moški,25-54,Primarna(0-2),70.2
2012,Belgija,moški,25-54,Sekundarna(3-4),86.7
2012,Belgija,moški,25-54,Terciarna(5-8),92.5
2013,Belgija,moški,25-54,Primarna(0-2),68.4
2013,Belgija,moški,25-54,Sekundarna(3-4),86.7
2013,Belgija,moški,25-54,Terciarna(5-8),92
2014,Belgija,moški,25-54,Primarna(0-2),67
2014,Belgija,moški,25-54,Sekundarna(3-4),85
2014,Belgija,moški,25-54,Terciarna(5-8),91.9
2015,Belgija,moški,25-54,Primarna(0-2),65.3
2015,Belgija,moški,25-54,Sekundarna(3-4),84.5
2015,Belgija,moški,25-54,Terciarna(5-8),91.3
2016,Belgija,moški,25-54,Primarna(0-2),66.4
2016,Belgija,moški,25-54,Sekundarna(3-4),85.8
2016,Belgija,moški,25-54,Terciarna(5-8),91.8
2017,Belgija,moški,25-54,Primarna(0-2),65.5
2017,Belgija,moški,25-54,Sekundarna(3-4),86.4
2017,Belgija,moški,25-54,Terciarna(5-8),92.2
2018,Belgija,moški,25-54,Primarna(0-2),66.2
2018,Belgija,moški,25-54,Sekundarna(3-4),86.1
2018,Belgija,moški,25-54,Terciarna(5-8),91.9
2019,Belgija,moški,25-54,Primarna(0-2),65.7
2019,Belgija,moški,25-54,Sekundarna(3-4),86.6
2019,Belgija,moški,25-54,Terciarna(5-8),92.5
2011,Bolgarija,moški,25-54,Primarna(0-2),47.5
2011,Bolgarija,moški,25-54,Sekundarna(3-4),78
2011,Bolgarija,moški,25-54,Terciarna(5-8),89.1
2012,Bolgarija,moški,25-54,Primarna(0-2),46.3
2012,Bolgarija,moški,25-54,Sekundarna(3-4),77.4
2012,Bolgarija,moški,25-54,Terciarna(5-8),88.5
2013,Bolgarija,moški,25-54,Primarna(0-2),47.3
2013,Bolgarija,moški,25-54,Sekundarna(3-4),77.8
2013,Bolgarija,moški,25-54,Terciarna(5-8),88.4
2014,Bolgarija,moški,25-54,Primarna(0-2),48.5
2014,Bolgarija,moški,25-54,Sekundarna(3-4),79.9
2014,Bolgarija,moški,25-54,Terciarna(5-8),89.5
2015,Bolgarija,moški,25-54,Primarna(0-2),50
2015,Bolgarija,moški,25-54,Sekundarna(3-4),82.1
2015,Bolgarija,moški,25-54,Terciarna(5-8),91
2016,Bolgarija,moški,25-54,Primarna(0-2),51
2016,Bolgarija,moški,25-54,Sekundarna(3-4),83
2016,Bolgarija,moški,25-54,Terciarna(5-8),90.7
2017,Bolgarija,moški,25-54,Primarna(0-2),57.4
2017,Bolgarija,moški,25-54,Sekundarna(3-4),86.5
2017,Bolgarija,moški,25-54,Terciarna(5-8),91.9
2018,Bolgarija,moški,25-54,Primarna(0-2),59.4
2018,Bolgarija,moški,25-54,Sekundarna(3-4),87
2018,Bolgarija,moški,25-54,Terciarna(5-8),92.8
2019,Bolgarija,moški,25-54,Primarna(0-2),65.6
2019,Bolgarija,moški,25-54,Sekundarna(3-4),88.7
2019,Bolgarija,moški,25-54,Terciarna(5-8),94.8
2011,Češka,moški,25-54,Primarna(0-2),59.1
2011,Češka,moški,25-54,Sekundarna(3-4),91.7
2011,Češka,moški,25-54,Terciarna(5-8),94.8
2012,Češka,moški,25-54,Primarna(0-2),55.1
2012,Češka,moški,25-54,Sekundarna(3-4),92.3
2012,Češka,moški,25-54,Terciarna(5-8),94
2013,Češka,moški,25-54,Primarna(0-2),60.1
2013,Češka,moški,25-54,Sekundarna(3-4),92
2013,Češka,moški,25-54,Terciarna(5-8),95
2014,Češka,moški,25-54,Primarna(0-2),59.8
2014,Češka,moški,25-54,Sekundarna(3-4),92.3
2014,Češka,moški,25-54,Terciarna(5-8),94.9
2015,Češka,moški,25-54,Primarna(0-2),58.1
2015,Češka,moški,25-54,Sekundarna(3-4),93.1
2015,Češka,moški,25-54,Terciarna(5-8),95
2016,Češka,moški,25-54,Primarna(0-2),62.2
2016,Češka,moški,25-54,Sekundarna(3-4),93.9
2016,Češka,moški,25-54,Terciarna(5-8),95.6
2017,Češka,moški,25-54,Primarna(0-2),68.5
2017,Češka,moški,25-54,Sekundarna(3-4),94.7
2017,Češka,moški,25-54,Terciarna(5-8),95.8
2017,Češka,moški,25-54,Brez odgovora,100
2018,Češka,moški,25-54,Primarna(0-2),69.9
2018,Češka,moški,25-54,Sekundarna(3-4),95.2
2018,Češka,moški,25-54,Terciarna(5-8),97.2
2018,Češka,moški,25-54,Brez odgovora,100
2019,Češka,moški,25-54,Primarna(0-2),71.1
2019,Češka,moški,25-54,Sekundarna(3-4),95.5
2019,Češka,moški,25-54,Terciarna(5-8),96.8
2011,Danska,moški,25-54,Primarna(0-2),75.6
2011,Danska,moški,25-54,Sekundarna(3-4),87.3
2011,Danska,moški,25-54,Terciarna(5-8),92
2011,Danska,moški,25-54,Brez odgovora,63.5
2012,Danska,moški,25-54,Primarna(0-2),71.4
2012,Danska,moški,25-54,Sekundarna(3-4),86.3
2012,Danska,moški,25-54,Terciarna(5-8),92
2012,Danska,moški,25-54,Brez odgovora,64.9
2013,Danska,moški,25-54,Primarna(0-2),70.9
2013,Danska,moški,25-54,Sekundarna(3-4),87.4
2013,Danska,moški,25-54,Terciarna(5-8),90.9
2013,Danska,moški,25-54,Brez odgovora,66.8
2014,Danska,moški,25-54,Primarna(0-2),71.1
2014,Danska,moški,25-54,Sekundarna(3-4),87.7
2014,Danska,moški,25-54,Terciarna(5-8),90.9
2014,Danska,moški,25-54,Brez odgovora,61
2015,Danska,moški,25-54,Primarna(0-2),70.5
2015,Danska,moški,25-54,Sekundarna(3-4),88.9
2015,Danska,moški,25-54,Terciarna(5-8),90.9
2015,Danska,moški,25-54,Brez odgovora,57.5
2016,Danska,moški,25-54,Primarna(0-2),72.8
2016,Danska,moški,25-54,Sekundarna(3-4),88.4
2016,Danska,moški,25-54,Terciarna(5-8),90.6
2016,Danska,moški,25-54,Brez odgovora,68.7
2017,Danska,moški,25-54,Primarna(0-2),71.8
2017,Danska,moški,25-54,Sekundarna(3-4),88
2017,Danska,moški,25-54,Terciarna(5-8),90.9
2017,Danska,moški,25-54,Brez odgovora,68.2
2018,Danska,moški,25-54,Primarna(0-2),70.7
2018,Danska,moški,25-54,Sekundarna(3-4),88.4
2018,Danska,moški,25-54,Terciarna(5-8),92.3
2018,Danska,moški,25-54,Brez odgovora,71.8
2019,Danska,moški,25-54,Primarna(0-2),70.5
2019,Danska,moški,25-54,Sekundarna(3-4),88.8
2019,Danska,moški,25-54,Terciarna(5-8),92.4
2019,Danska,moški,25-54,Brez odgovora,70.6
2011,Nemčija,moški,25-54,Primarna(0-2),71.7
2011,Nemčija,moški,25-54,Sekundarna(3-4),87.4
2011,Nemčija,moški,25-54,Terciarna(5-8),95.3
2011,Nemčija,moški,25-54,Brez odgovora,73.3
2012,Nemčija,moški,25-54,Primarna(0-2),72.1
2012,Nemčija,moški,25-54,Sekundarna(3-4),87.9
2012,Nemčija,moški,25-54,Terciarna(5-8),95.4
2012,Nemčija,moški,25-54,Brez odgovora,75.8
2013,Nemčija,moški,25-54,Primarna(0-2),71.5
2013,Nemčija,moški,25-54,Sekundarna(3-4),88
2013,Nemčija,moški,25-54,Terciarna(5-8),95
2013,Nemčija,moški,25-54,Brez odgovora,72.3
2014,Nemčija,moški,25-54,Primarna(0-2),70.5
2014,Nemčija,moški,25-54,Sekundarna(3-4),88.1
2014,Nemčija,moški,25-54,Terciarna(5-8),94.7
2014,Nemčija,moški,25-54,Brez odgovora,81.3
2015,Nemčija,moški,25-54,Primarna(0-2),71.6
2015,Nemčija,moški,25-54,Sekundarna(3-4),88.2
2015,Nemčija,moški,25-54,Terciarna(5-8),94.6
2015,Nemčija,moški,25-54,Brez odgovora,73.8
2016,Nemčija,moški,25-54,Primarna(0-2),70.8
2016,Nemčija,moški,25-54,Sekundarna(3-4),88.8
2016,Nemčija,moški,25-54,Terciarna(5-8),94
2016,Nemčija,moški,25-54,Brez odgovora,58.1
2017,Nemčija,moški,25-54,Primarna(0-2),70.9
2017,Nemčija,moški,25-54,Sekundarna(3-4),89.2
2017,Nemčija,moški,25-54,Terciarna(5-8),94.2
2017,Nemčija,moški,25-54,Brez odgovora,62.1
2018,Nemčija,moški,25-54,Primarna(0-2),72
2018,Nemčija,moški,25-54,Sekundarna(3-4),89.9
2018,Nemčija,moški,25-54,Terciarna(5-8),94.5
2018,Nemčija,moški,25-54,Brez odgovora,64.6
2019,Nemčija,moški,25-54,Primarna(0-2),74.1
2019,Nemčija,moški,25-54,Sekundarna(3-4),90.2
2019,Nemčija,moški,25-54,Terciarna(5-8),94.7
2019,Nemčija,moški,25-54,Brez odgovora,76.9
2011,Estonija,moški,25-54,Primarna(0-2),57.8
2011,Estonija,moški,25-54,Sekundarna(3-4),82.9
2011,Estonija,moški,25-54,Terciarna(5-8),90
2012,Estonija,moški,25-54,Primarna(0-2),60.2
2012,Estonija,moški,25-54,Sekundarna(3-4),84.1
2012,Estonija,moški,25-54,Terciarna(5-8),90.9
2013,Estonija,moški,25-54,Primarna(0-2),68
2013,Estonija,moški,25-54,Sekundarna(3-4),84.9
2013,Estonija,moški,25-54,Terciarna(5-8),91.6
2014,Estonija,moški,25-54,Primarna(0-2),71.6
