"AGE,""TIME"",""GEO"",""SEX"",""REASON"",""UNIT"",""Value"""
"From 20 to 64 years,""2011"",""Cyprus"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""5.2"""
"From 20 to 64 years,""2011"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees"",""20.2"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""96.1"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""1.8"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Cyprus"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""5.5"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""70.1"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""9.9"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""13.3"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""4.2"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""76.4"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""13.9"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Latvia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.2"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""62.0"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""62.9"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Lithuania"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""36.9"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""10.5"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""15.0"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""24.8"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""No response"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Males"",""No response"",""Percentage of employees with a temporary job"",""12.8"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees"",""3.5"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""44.1"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""15.3"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""16.0"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""No response"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2011"",""Luxembourg"",""Females"",""No response"",""Percentage of employees with a temporary job"",""17.8"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Could not find permanent job"",""Percentage of employees"",""6.5"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""67.7"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""14.9"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""In education or training"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""1.8"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Probationary period"",""Percentage of employees"",""1.5"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""15.6"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Hungary"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Could not find permanent job"",""Percentage of employees"",""5.4"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""64.5"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""16.0"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Probationary period"",""Percentage of employees"",""1.5"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""17.6"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2011"",""Hungary"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.5"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""52.5"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""14.3"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""In education or training"",""Percentage of employees"",""0.5"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""11.0"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Probationary period"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2011"",""Malta"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""21.2"""
