LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2011,Portugalska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2011,Portugalska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.7
2011,Portugalska,moški,Poskusna doba,Delež vseh zaposlenih,1.3
2011,Portugalska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,6.3
2011,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,19
2011,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.1
2011,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2011,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.7
2011,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2011,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.7
2011,Portugalska,ženske,Poskusna doba,Delež vseh zaposlenih,1
2011,Portugalska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,4.5
2011,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.3
2011,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.8
2011,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.9
2011,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,77.2
2011,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.2
2011,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,59.5
2011,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.4
2011,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,28.3
2011,Slovenija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2011,Slovenija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.2
2011,Slovenija,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2011,Slovenija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,10.1
2011,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,11.2
2011,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,58.9
2011,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5.7
2011,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,30.2
2011,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2011,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4
2011,Slovenija,ženske,Poskusna doba,Delež vseh zaposlenih,1.3
2011,Slovenija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,6.8
2011,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.4
2011,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.7
2011,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2011,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11.3
2011,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.4
2011,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,80.8
2011,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2011,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.6
2011,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2011,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,64.8
2011,Finska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.5
2011,Finska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.8
2011,Finska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2011,Finska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.6
2011,Finska,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2011,Finska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.9
2011,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,11.9
2011,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,70.8
2011,Finska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.5
2011,Finska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20.7
2011,Finska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2011,Finska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.9
2011,Finska,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2011,Finska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,1.7
2011,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.2
2011,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56
2011,Švedska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.2
2011,Švedska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,24.7
2011,Švedska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2011,Švedska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.2
2011,Švedska,moški,Poskusna doba,Delež vseh zaposlenih,2.1
2011,Švedska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.6
2011,Švedska,moški,Ni odgovora,Delež vseh zaposlenih,0.2
2011,Švedska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,1.4
2011,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.5
2011,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,64
2011,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.2
2011,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,25.6
2011,Švedska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.1
2011,Švedska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,0.7
2011,Švedska,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2011,Švedska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,8.4
2011,Švedska,ženske,Ni odgovora,Delež vseh zaposlenih,0.2
2011,Švedska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,1.3
2011,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.3
2011,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,47.1
2011,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2011,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.8
2011,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2011,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.3
2011,Velika Britanija,moški,Poskusna doba,Delež vseh zaposlenih,0.1
2011,Velika Britanija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.1
2011,Velika Britanija,moški,Ni odgovora,Delež vseh zaposlenih,1.5
2011,Velika Britanija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,31.7
2011,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.9
2011,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,37.9
2011,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2011,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20
2011,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2011,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.6
2011,Velika Britanija,ženske,Poskusna doba,Delež vseh zaposlenih,0.1
2011,Velika Britanija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.9
2011,Velika Britanija,ženske,Ni odgovora,Delež vseh zaposlenih,1.7
2011,Velika Britanija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,34.6
2012,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.2
2012,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,80.4
2012,Belgija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2012,Belgija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.1
2012,Belgija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2012,Belgija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.4
2012,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.2
2012,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.5
2012,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.4
2012,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.7
2012,Belgija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2012,Belgija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.7
2012,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.1
2012,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,69.9
2012,Bolgarija,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2012,Bolgarija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,18.7
2012,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.5
2012,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,73.8
2012,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.6
2012,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,83.8
2012,Češka,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2012,Češka,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.7
2012,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.1
2012,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,82.8
2012,Češka,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.6
2012,Češka,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.7
2012,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.1
2012,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,46.7
2012,Danska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2012,Danska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11.5
2012,Danska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.5
2012,Danska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,38.1
2012,Danska,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2012,Danska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.8
2012,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.9
2012,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56.6
2012,Danska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2012,Danska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.3
2012,Danska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.4
2012,Danska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,27.8
2012,Danska,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2012,Danska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.2
2012,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.9
2012,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.7
2012,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2012,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.5
2012,Nemčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.2
2012,Nemčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,27.9
2012,Nemčija,moški,Poskusna doba,Delež vseh zaposlenih,1.7
2012,Nemčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,15
2012,Nemčija,moški,Ni odgovora,Delež vseh zaposlenih,4.4
2012,Nemčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,37.9
2012,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.3
2012,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.6
2012,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2012,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.7
2012,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2012,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,27.1
2012,Nemčija,ženske,Poskusna doba,Delež vseh zaposlenih,1.7
2012,Nemčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,13.8
2012,Nemčija,ženske,Ni odgovora,Delež vseh zaposlenih,4.6
2012,Nemčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,37.9
2012,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.7
2012,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,40.5
2012,Estonija,moški,Poskusna doba,Delež vseh zaposlenih,1.4
2012,Estonija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,33.9
2012,Estonija,moški,Ni odgovora,Delež vseh zaposlenih,0.7
2012,Estonija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,16.7
2012,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.8
2012,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,35.8
2012,Estonija,ženske,Poskusna doba,Delež vseh zaposlenih,0.9
2012,Estonija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,43.6
2012,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.8
2012,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,51.8
2012,Irska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2012,Irska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.8
2012,Irska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2012,Irska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.1
2012,Irska,moški,Ni odgovora,Delež vseh zaposlenih,2.4
2012,Irska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,25.4
2012,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.8
2012,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,49.7
2012,Irska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2012,Irska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11
2012,Irska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2012,Irska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.5
2012,Irska,ženske,Ni odgovora,Delež vseh zaposlenih,2.8
2012,Irska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,29
2012,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.6
2012,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75
2012,Grčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.2
2012,Grčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2
2012,Grčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2012,Grčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.7
2012,Grčija,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2012,Grčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.8
2012,Grčija,moški,Ni odgovora,Delež vseh zaposlenih,1.2
2012,Grčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,13.5
2012,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9
2012,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76.6
2012,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.2
2012,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,1.9
2012,Grčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2012,Grčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6
2012,Grčija,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2012,Grčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.6
2012,Grčija,ženske,Ni odgovora,Delež vseh zaposlenih,1.4
2012,Grčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,11.8
2012,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,19
2012,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.1
2012,Španija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2012,Španija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3
2012,Španija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2012,Španija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.6
2012,Španija,moški,Poskusna doba,Delež vseh zaposlenih,0.1
2012,Španija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,0.7
2012,Španija,moški,Ni odgovora,Delež vseh zaposlenih,1.2
2012,Španija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,5.6
2012,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,21.5
2012,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,84.9
2012,Španija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2012,Španija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.1
2012,Španija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2012,Španija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4
