"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 15 to 24 years,""Males"",""2009"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.4"""
"From 15 to 24 years,""Males"",""2009"",""France"",""Percentage of total population"",""Active population"",""42.6"""
"From 15 to 24 years,""Males"",""2009"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.1"""
"From 15 to 24 years,""Males"",""2009"",""Croatia"",""Percentage of total population"",""Active population"",""42.4"""
"From 15 to 24 years,""Males"",""2009"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.3"""
"From 15 to 24 years,""Males"",""2009"",""Italy"",""Percentage of total population"",""Active population"",""33.8"""
"From 15 to 24 years,""Males"",""2009"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.9"""
"From 15 to 24 years,""Males"",""2009"",""Cyprus"",""Percentage of total population"",""Active population"",""42.1"""
"From 15 to 24 years,""Males"",""2009"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.4"""
"From 15 to 24 years,""Males"",""2009"",""Latvia"",""Percentage of total population"",""Active population"",""46.4"""
"From 15 to 24 years,""Males"",""2009"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.5"""
"From 15 to 24 years,""Males"",""2009"",""Lithuania"",""Percentage of total population"",""Active population"",""32.7"""
"From 15 to 24 years,""Males"",""2009"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.2"""
"From 15 to 24 years,""Males"",""2009"",""Luxembourg"",""Percentage of total population"",""Active population"",""34.9"""
"From 15 to 24 years,""Males"",""2009"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.1"""
"From 15 to 24 years,""Males"",""2009"",""Hungary"",""Percentage of total population"",""Active population"",""27.7"""
"From 15 to 24 years,""Males"",""2009"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""20.0"""
"From 15 to 24 years,""Males"",""2009"",""Malta"",""Percentage of total population"",""Active population"",""54.6"""
"From 15 to 24 years,""Males"",""2009"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.8"""
"From 15 to 24 years,""Males"",""2009"",""Netherlands"",""Percentage of total population"",""Active population"",""70.5"""
"From 15 to 24 years,""Males"",""2009"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.5"""
"From 15 to 24 years,""Males"",""2009"",""Austria"",""Percentage of total population"",""Active population"",""62.9"""
"From 15 to 24 years,""Males"",""2009"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.8"""
"From 15 to 24 years,""Males"",""2009"",""Poland"",""Percentage of total population"",""Active population"",""38.1"""
"From 15 to 24 years,""Males"",""2009"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.4"""
"From 15 to 24 years,""Males"",""2009"",""Portugal"",""Percentage of total population"",""Active population"",""40.1"""
"From 15 to 24 years,""Males"",""2009"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.5"""
"From 15 to 24 years,""Males"",""2009"",""Romania"",""Percentage of total population"",""Active population"",""35.9"""
"From 15 to 24 years,""Males"",""2009"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.3"""
"From 15 to 24 years,""Males"",""2009"",""Slovenia"",""Percentage of total population"",""Active population"",""45.4"""
"From 15 to 24 years,""Males"",""2009"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.1"""
"From 15 to 24 years,""Males"",""2009"",""Slovakia"",""Percentage of total population"",""Active population"",""37.1"""
"From 15 to 24 years,""Males"",""2009"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.8"""
"From 15 to 24 years,""Males"",""2009"",""Finland"",""Percentage of total population"",""Active population"",""49.7"""
"From 15 to 24 years,""Males"",""2009"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""37.7"""
"From 15 to 24 years,""Males"",""2009"",""Sweden"",""Percentage of total population"",""Active population"",""51.1"""
"From 15 to 24 years,""Males"",""2009"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""37.7"""
"From 15 to 24 years,""Males"",""2009"",""United Kingdom"",""Percentage of total population"",""Active population"",""61.3"""
"From 15 to 24 years,""Males"",""2009"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.9"""
"From 15 to 24 years,""Males"",""2010"",""Belgium"",""Percentage of total population"",""Active population"",""35.2"""
"From 15 to 24 years,""Males"",""2010"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.3"""
"From 15 to 24 years,""Males"",""2010"",""Bulgaria"",""Percentage of total population"",""Active population"",""35.5"""
"From 15 to 24 years,""Males"",""2010"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.3"""
"From 15 to 24 years,""Males"",""2010"",""Czechia"",""Percentage of total population"",""Active population"",""36.2"""
"From 15 to 24 years,""Males"",""2010"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.6"""
"From 15 to 24 years,""Males"",""2010"",""Denmark"",""Percentage of total population"",""Active population"",""64.0"""
"From 15 to 24 years,""Males"",""2010"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""52.5"""
"From 15 to 24 years,""Males"",""2010"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""53.7"""
"From 15 to 24 years,""Males"",""2010"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.9"""
"From 15 to 24 years,""Males"",""2010"",""Estonia"",""Percentage of total population"",""Active population"",""41.2"""
"From 15 to 24 years,""Males"",""2010"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.5"""
"From 15 to 24 years,""Males"",""2010"",""Ireland"",""Percentage of total population"",""Active population"",""56.0"""
"From 15 to 24 years,""Males"",""2010"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.5"""
"From 15 to 24 years,""Males"",""2010"",""Greece"",""Percentage of total population"",""Active population"",""33.0"""
"From 15 to 24 years,""Males"",""2010"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.2"""
"From 15 to 24 years,""Males"",""2010"",""Spain"",""Percentage of total population"",""Active population"",""45.0"""
"From 15 to 24 years,""Males"",""2010"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.6"""
"From 15 to 24 years,""Males"",""2010"",""France"",""Percentage of total population"",""Active population"",""42.3"""
"From 15 to 24 years,""Males"",""2010"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.7"""
"From 15 to 24 years,""Males"",""2010"",""Croatia"",""Percentage of total population"",""Active population"",""40.7"""
"From 15 to 24 years,""Males"",""2010"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.9"""
"From 15 to 24 years,""Males"",""2010"",""Italy"",""Percentage of total population"",""Active population"",""32.8"""
"From 15 to 24 years,""Males"",""2010"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.0"""
"From 15 to 24 years,""Males"",""2010"",""Cyprus"",""Percentage of total population"",""Active population"",""40.9"""
"From 15 to 24 years,""Males"",""2010"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.4"""
"From 15 to 24 years,""Males"",""2010"",""Latvia"",""Percentage of total population"",""Active population"",""42.2"""
"From 15 to 24 years,""Males"",""2010"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.5"""
"From 15 to 24 years,""Males"",""2010"",""Lithuania"",""Percentage of total population"",""Active population"",""31.3"""
"From 15 to 24 years,""Males"",""2010"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""19.1"""
"From 15 to 24 years,""Males"",""2010"",""Luxembourg"",""Percentage of total population"",""Active population"",""26.8"""
"From 15 to 24 years,""Males"",""2010"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""22.1"""
"From 15 to 24 years,""Males"",""2010"",""Hungary"",""Percentage of total population"",""Active population"",""27.5"""
"From 15 to 24 years,""Males"",""2010"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""19.9"""
"From 15 to 24 years,""Males"",""2010"",""Malta"",""Percentage of total population"",""Active population"",""53.6"""
"From 15 to 24 years,""Males"",""2010"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.9"""
"From 15 to 24 years,""Males"",""2010"",""Netherlands"",""Percentage of total population"",""Active population"",""67.9"""
"From 15 to 24 years,""Males"",""2010"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""59.8"""
"From 15 to 24 years,""Males"",""2010"",""Austria"",""Percentage of total population"",""Active population"",""62.6"""
"From 15 to 24 years,""Males"",""2010"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.6"""
"From 15 to 24 years,""Males"",""2010"",""Poland"",""Percentage of total population"",""Active population"",""39.3"""
"From 15 to 24 years,""Males"",""2010"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.5"""
"From 15 to 24 years,""Males"",""2010"",""Portugal"",""Percentage of total population"",""Active population"",""38.0"""
"From 15 to 24 years,""Males"",""2010"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.7"""
"From 15 to 24 years,""Males"",""2010"",""Romania"",""Percentage of total population"",""Active population"",""36.5"""
"From 15 to 24 years,""Males"",""2010"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.5"""
