"UNIT,""TIME"",""REASON"",""GEO"",""SEX"",""AGE"",""Value"""
"Percentage of employees,""2005"",""No response"",""Netherlands"",""Males"",""From 15 to 74 years"",""3.3"""
"Percentage of employees,""2005"",""No response"",""Netherlands"",""Females"",""From 15 to 74 years"",""5.2"""
"Percentage of employees,""2005"",""No response"",""Austria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Austria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Poland"",""Males"",""From 15 to 74 years"",""6.9"""
"Percentage of employees,""2005"",""No response"",""Poland"",""Females"",""From 15 to 74 years"",""6.9"""
"Percentage of employees,""2005"",""No response"",""Portugal"",""Males"",""From 15 to 74 years"",""2.8"""
"Percentage of employees,""2005"",""No response"",""Portugal"",""Females"",""From 15 to 74 years"",""3.3"""
"Percentage of employees,""2005"",""No response"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Slovenia"",""Males"",""From 15 to 74 years"",""1.4"""
"Percentage of employees,""2005"",""No response"",""Slovenia"",""Females"",""From 15 to 74 years"",""1.8"""
"Percentage of employees,""2005"",""No response"",""Slovakia"",""Males"",""From 15 to 74 years"",""0.5"""
"Percentage of employees,""2005"",""No response"",""Slovakia"",""Females"",""From 15 to 74 years"",""0.6"""
"Percentage of employees,""2005"",""No response"",""Finland"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Finland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Sweden"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""Sweden"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2005"",""No response"",""United Kingdom"",""Males"",""From 15 to 74 years"",""1.9"""
"Percentage of employees,""2005"",""No response"",""United Kingdom"",""Females"",""From 15 to 74 years"",""2.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""4.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""7.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"",""3.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"",""3.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""4.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""6.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""3.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""5.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""2.4"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""2.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""1.4"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""0.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""1.1"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""1.1"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""6.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""9.4"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Spain"",""Males"",""From 15 to 74 years"",""21.1"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Spain"",""Females"",""From 15 to 74 years"",""24.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""France"",""Males"",""From 15 to 74 years"",""7.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""France"",""Females"",""From 15 to 74 years"",""9.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Croatia"",""Males"",""From 15 to 74 years"",""6.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Croatia"",""Females"",""From 15 to 74 years"",""6.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""6.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""10.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"",""6.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"",""17.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""6.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Latvia"",""Females"",""From 15 to 74 years"",""3.6"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"",""5.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Lithuania"",""Females"",""From 15 to 74 years"",""1.9"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Luxembourg"",""Males"",""From 15 to 74 years"",""2.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Luxembourg"",""Females"",""From 15 to 74 years"",""3.1"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Hungary"",""Males"",""From 15 to 74 years"",""4.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Hungary"",""Females"",""From 15 to 74 years"",""3.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Malta"",""Males"",""From 15 to 74 years"",""1.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Malta"",""Females"",""From 15 to 74 years"",""2.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Netherlands"",""Males"",""From 15 to 74 years"",""4.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Netherlands"",""Females"",""From 15 to 74 years"",""5.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Austria"",""Males"",""From 15 to 74 years"",""0.9"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Austria"",""Females"",""From 15 to 74 years"",""1.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Poland"",""Males"",""From 15 to 74 years"",""21.9"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Poland"",""Females"",""From 15 to 74 years"",""19.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Portugal"",""Males"",""From 15 to 74 years"",""15.4"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Portugal"",""Females"",""From 15 to 74 years"",""17.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Romania"",""Males"",""From 15 to 74 years"",""1.5"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Romania"",""Females"",""From 15 to 74 years"",""1.1"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Slovenia"",""Males"",""From 15 to 74 years"",""7.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Slovenia"",""Females"",""From 15 to 74 years"",""9.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Slovakia"",""Males"",""From 15 to 74 years"",""3.8"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Slovakia"",""Females"",""From 15 to 74 years"",""3.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Finland"",""Males"",""From 15 to 74 years"",""8.3"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Finland"",""Females"",""From 15 to 74 years"",""14.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Sweden"",""Males"",""From 15 to 74 years"",""8.0"""
"Percentage of employees,""2006"",""Could not find permanent job"",""Sweden"",""Females"",""From 15 to 74 years"",""11.7"""
"Percentage of employees,""2006"",""Could not find permanent job"",""United Kingdom"",""Males"",""From 15 to 74 years"",""1.4"""
"Percentage of employees,""2006"",""Could not find permanent job"",""United Kingdom"",""Females"",""From 15 to 74 years"",""1.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""0.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""0.9"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"",""0.4"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"",""0.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""2.0"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""2.9"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""1.8"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""2.3"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""1.1"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""0.6"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""1.2"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""2.2"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""0.3"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""0.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Spain"",""Males"",""From 15 to 74 years"",""1.7"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Spain"",""Females"",""From 15 to 74 years"",""2.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""France"",""Males"",""From 15 to 74 years"",""3.2"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""France"",""Females"",""From 15 to 74 years"",""2.9"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Croatia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Croatia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""0.8"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""1.3"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""0.9"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Latvia"",""Females"",""From 15 to 74 years"",""0.8"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Lithuania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Luxembourg"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Luxembourg"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Hungary"",""Males"",""From 15 to 74 years"",""1.6"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Hungary"",""Females"",""From 15 to 74 years"",""1.3"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Malta"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Malta"",""Females"",""From 15 to 74 years"",""1.7"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Netherlands"",""Males"",""From 15 to 74 years"",""2.0"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Netherlands"",""Females"",""From 15 to 74 years"",""1.9"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Austria"",""Males"",""From 15 to 74 years"",""0.5"""
"Percentage of employees,""2006"",""Did not want a permanent job"",""Austria"",""Females"",""From 15 to 74 years"",""0.5"""
